,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,City
2017-01-28,6.6,0.7,14.6,0.0,,,4.3,,1034.8,,SEATTLE WA
2017-01-29,6.5,0.2,15.2,0.0,,,1.4,,1030.3,,SEATTLE WA
2017-01-30,6.8,0.2,15.7,0.0,,,1.4,,,,SEATTLE WA
2017-01-31,6.9,0.7,14.6,0.0,,,2.2,,,,SEATTLE WA
2017-02-01,8.0,4.0,12.4,0.0,,,4.0,,1015.7,,SEATTLE WA
2017-02-02,10.9,7.4,16.8,4.8,,,15.5,,1015.1,,SEATTLE WA
2017-02-03,13.8,11.8,16.3,26.4,,176.0,16.9,,,,SEATTLE WA
2017-02-04,12.4,9.0,16.3,0.3,,173.0,9.0,,1018.8,,SEATTLE WA
2017-02-05,11.2,7.4,15.7,6.9,,,11.2,,1011.9,,SEATTLE WA
2017-02-06,12.4,11.3,13.5,29.2,,160.0,17.6,,1009.5,,SEATTLE WA
2017-02-07,13.5,11.3,16.8,20.3,,167.0,17.3,,,,SEATTLE WA
2017-02-08,14.9,12.9,16.8,9.7,,166.0,10.4,,1017.4,,SEATTLE WA
2017-02-09,15.5,12.9,15.7,31.2,,175.0,11.5,,1013.2,,SEATTLE WA
2017-02-10,13.7,9.6,16.3,1.3,,198.0,9.4,,1016.0,,SEATTLE WA
2017-02-11,11.5,7.9,16.8,0.0,,328.0,16.9,,1021.2,,SEATTLE WA
2017-02-12,11.2,4.0,17.4,0.0,,,6.1,,1022.4,,SEATTLE WA
2017-02-13,9.8,4.0,16.3,0.0,,,4.3,,1020.9,,SEATTLE WA
2017-02-14,11.0,4.0,19.0,0.0,,,3.6,,1020.0,,SEATTLE WA
2017-02-15,11.5,6.8,16.8,0.0,,,5.0,,1018.0,,SEATTLE WA
2017-02-16,14.4,9.0,17.4,2.5,,,11.5,,1011.4,,SEATTLE WA
2017-02-17,12.2,10.7,14.6,23.9,,126.0,22.7,,995.1,,SEATTLE WA
2017-02-18,12.7,8.5,15.2,1.8,,181.0,13.0,,999.7,,SEATTLE WA
2017-02-19,9.6,7.4,11.8,5.3,,155.0,17.3,,1010.9,,SEATTLE WA
2017-02-20,11.5,10.7,14.0,44.2,,156.0,18.7,,1013.6,,SEATTLE WA
2017-02-21,12.3,9.0,14.6,1.8,,200.0,11.5,,1021.2,,SEATTLE WA
2017-02-22,9.0,2.4,12.9,0.0,,,8.6,,1022.7,,SEATTLE WA
2017-02-23,5.8,-0.4,11.8,0.0,,,4.3,,1022.5,,SEATTLE WA
2017-02-24,5.4,-0.9,10.7,0.0,,,6.5,,1023.8,,SEATTLE WA
2017-02-25,7.5,2.9,12.4,0.0,,,7.6,,1020.2,,SEATTLE WA
2017-02-26,6.9,0.2,13.5,0.0,,,11.2,,1014.2,,SEATTLE WA
2017-02-27,8.3,2.4,12.9,0.0,,,6.1,,1013.9,,SEATTLE WA
2017-02-28,6.6,0.7,14.0,0.0,,,4.7,,1022.1,,SEATTLE WA
2017-03-01,7.9,0.7,17.4,0.0,,,4.0,,1028.4,,SEATTLE WA
2017-03-02,9.4,1.3,18.5,0.0,,,3.2,,1026.2,,SEATTLE WA
2017-03-03,10.0,2.9,18.5,0.0,,,3.6,,1018.7,,SEATTLE WA
2017-03-04,11.6,7.9,16.3,3.0,,192.0,15.8,,1012.5,,SEATTLE WA
2017-03-05,9.3,4.6,10.2,1.0,,223.0,16.9,,1013.4,,SEATTLE WA
2017-03-06,7.3,4.6,11.8,0.8,,159.0,10.1,,1024.7,,SEATTLE WA
2017-03-07,7.7,1.3,14.6,0.0,,,2.5,,1027.3,,SEATTLE WA
2017-03-08,10.0,2.9,19.6,0.0,,,5.8,,1025.0,,SEATTLE WA
2017-03-09,13.1,5.2,22.4,0.0,,,2.5,,1021.9,,SEATTLE WA
2017-03-10,15.0,9.6,21.8,0.0,,,3.6,,1020.4,,SEATTLE WA
2017-03-11,14.3,6.3,23.5,0.0,,,2.2,,,,SEATTLE WA
2017-03-12,15.8,9.0,24.0,0.0,,,6.5,,,,SEATTLE WA
2017-03-13,15.0,6.3,24.6,0.0,,,2.9,,1018.8,,SEATTLE WA
2017-03-14,16.0,8.5,25.7,0.0,,,3.6,,1017.3,,SEATTLE WA
2017-03-15,16.9,11.8,20.7,0.0,,183.0,10.8,,1018.2,,SEATTLE WA
2017-03-16,14.9,9.6,22.4,0.0,,,5.4,,1020.8,,SEATTLE WA
2017-03-17,14.8,6.8,24.6,0.0,,,2.9,,1017.4,,SEATTLE WA
2017-03-18,15.2,10.7,20.2,0.0,,160.0,8.6,,1016.6,,SEATTLE WA
2017-03-19,15.5,10.7,21.8,0.0,,,6.5,,1016.5,,SEATTLE WA
2017-03-20,14.7,11.3,17.9,9.4,,179.0,11.9,,1015.1,,SEATTLE WA
2017-03-21,14.7,10.2,17.9,23.6,,171.0,16.9,,1012.2,,SEATTLE WA
2017-03-22,12.5,6.8,16.3,15.7,,138.0,10.8,,1016.4,,SEATTLE WA
2017-03-23,9.8,4.0,16.3,0.0,,,6.1,,,,SEATTLE WA
2017-03-24,11.7,10.2,12.4,6.1,,145.0,9.4,,1022.0,,SEATTLE WA
2017-03-25,12.3,9.0,17.4,0.0,,,8.6,,1020.4,,SEATTLE WA
2017-03-26,12.2,8.5,16.3,0.8,,146.0,10.8,,1018.4,,SEATTLE WA
2017-03-27,12.3,5.7,17.9,0.0,,297.0,12.2,,1021.4,,SEATTLE WA
2017-03-28,14.8,10.2,22.4,0.0,,324.0,21.6,,1021.2,,SEATTLE WA
2017-03-29,16.3,7.4,24.0,0.0,,,5.8,,1020.0,,SEATTLE WA
2017-03-30,15.9,11.8,19.0,0.0,,300.0,24.1,,1016.7,,SEATTLE WA
2017-03-31,14.5,9.6,21.8,0.0,,336.0,29.9,,1015.1,,SEATTLE WA
2017-04-01,16.3,6.8,25.2,0.0,,,6.8,,1015.5,,SEATTLE WA
2017-04-02,17.3,9.0,26.3,0.0,,,9.4,,1014.5,,SEATTLE WA
2017-04-03,16.5,9.0,23.5,0.0,,,15.8,,1013.5,,SEATTLE WA
2017-04-04,15.6,10.2,23.5,0.0,,,6.8,,1015.4,,SEATTLE WA
2017-04-05,16.5,9.6,23.5,0.0,,167.0,7.9,,1015.8,,SEATTLE WA
2017-04-06,14.6,9.6,16.3,28.2,,,9.4,,1011.5,,SEATTLE WA
2017-04-07,11.9,8.5,15.7,18.8,,181.0,15.8,,1009.7,,SEATTLE WA
2017-04-08,10.3,5.2,14.0,4.3,,144.0,8.3,,1017.1,,SEATTLE WA
2017-04-09,9.0,2.4,16.3,0.0,,,4.3,,1022.2,,SEATTLE WA
2017-04-10,11.4,4.0,19.6,0.0,,,5.8,,1021.2,,SEATTLE WA
2017-04-11,14.5,11.3,19.0,0.0,,,10.1,,1015.4,,SEATTLE WA
2017-04-12,14.3,9.0,18.5,1.8,,195.0,12.2,,1013.6,,SEATTLE WA
2017-04-13,13.0,5.7,16.3,6.6,,191.0,14.0,,1015.3,,SEATTLE WA
2017-04-14,10.2,4.0,17.4,0.0,,331.0,11.9,,1021.7,,SEATTLE WA
2017-04-15,11.7,4.6,20.2,0.0,,,3.6,,1017.7,,SEATTLE WA
2017-04-16,12.2,7.4,14.6,9.4,,,9.4,,1014.0,,SEATTLE WA
2017-04-17,13.0,11.3,16.3,2.3,,,3.2,,,,SEATTLE WA
2017-04-18,14.3,9.6,20.2,0.5,,176.0,7.9,,1018.5,,SEATTLE WA
2017-04-19,14.0,7.4,20.2,2.5,,203.0,11.9,,1022.6,,SEATTLE WA
2017-04-20,15.5,9.6,20.7,0.0,,327.0,10.4,,1024.5,,SEATTLE WA
2017-04-21,15.9,9.6,25.2,0.0,,299.0,10.8,,1018.7,,SEATTLE WA
2017-04-22,16.2,9.0,20.7,0.0,,187.0,10.1,,1015.0,,SEATTLE WA
2017-04-23,14.4,9.0,21.3,0.0,,186.0,10.8,,1014.1,,SEATTLE WA
2017-04-24,14.0,11.3,19.0,0.0,,174.0,14.0,,1015.8,,SEATTLE WA
2017-04-25,14.1,9.0,21.3,0.0,,,8.3,,1017.0,,SEATTLE WA
2017-04-26,15.7,11.8,20.2,0.0,,171.0,14.0,,1015.9,,SEATTLE WA
2017-04-27,15.7,9.6,24.0,0.0,,,11.2,,1015.3,,SEATTLE WA
2017-04-28,16.5,11.3,22.9,0.0,,329.0,25.9,,1015.9,,SEATTLE WA
2017-04-29,17.7,9.6,26.8,0.0,,316.0,13.7,,1018.2,,SEATTLE WA
2017-04-30,18.9,9.0,28.5,0.0,,,6.1,,1018.7,,SEATTLE WA
2017-05-01,21.5,12.9,31.3,0.0,,325.0,18.4,,1015.2,,SEATTLE WA
2017-05-02,25.3,17.9,32.4,0.0,,322.0,18.0,,1012.7,,SEATTLE WA
2017-05-03,25.2,17.4,34.6,0.0,,,7.2,,1012.0,,SEATTLE WA
2017-05-04,24.3,12.4,30.2,0.0,,166.0,13.3,,1011.0,,SEATTLE WA
2017-05-05,18.0,11.3,25.2,0.0,,170.0,16.2,,1010.3,,SEATTLE WA
2017-05-06,13.9,8.5,21.3,0.0,,133.0,8.3,,1007.1,,SEATTLE WA
2017-05-07,17.3,13.5,22.9,0.0,,,9.7,,1007.8,,SEATTLE WA
2017-05-08,18.7,11.3,30.2,0.0,,,7.2,,1011.3,,SEATTLE WA
2017-05-09,20.1,10.7,31.3,0.0,,,7.2,,1008.8,,SEATTLE WA
2017-05-10,17.8,10.2,20.7,0.0,,205.0,22.3,,1013.7,,SEATTLE WA
2017-05-11,14.7,10.2,21.8,0.0,,216.0,17.6,,1019.1,,SEATTLE WA
2017-05-12,14.6,7.9,21.8,0.0,,,9.4,,1018.8,,SEATTLE WA
2017-05-13,14.4,5.7,21.8,0.0,,,10.8,,1016.7,,SEATTLE WA
2017-05-14,14.2,6.8,22.9,0.0,,,8.6,,1011.6,,SEATTLE WA
2017-05-15,15.6,7.4,25.2,0.0,,,11.2,,1010.2,,SEATTLE WA
2017-05-16,14.5,10.2,20.2,0.0,,194.0,18.4,,1014.6,,SEATTLE WA
2017-05-17,15.1,7.4,25.2,0.0,,,9.0,,1015.5,,SEATTLE WA
2017-05-18,18.5,9.0,30.2,0.0,,,11.2,,1013.2,,SEATTLE WA
2017-05-19,21.2,10.2,32.4,0.0,,,4.3,,1012.7,,SEATTLE WA
2017-05-20,23.2,12.4,34.0,0.0,,,5.8,,1012.2,,SEATTLE WA
2017-05-21,24.5,14.0,35.2,0.0,,,5.8,,1011.6,,SEATTLE WA
2017-05-22,25.2,15.2,36.3,0.0,,,6.1,,1012.2,,SEATTLE WA
2017-05-23,25.2,15.2,36.8,0.0,,,8.3,,1011.3,,SEATTLE WA
2017-05-24,19.4,12.4,24.6,0.0,,191.0,15.8,,1007.0,,SEATTLE WA
2017-05-25,15.8,11.8,21.8,0.0,,216.0,22.7,,1006.7,,SEATTLE WA
2017-05-26,14.7,11.3,19.6,0.0,,191.0,18.4,,1012.9,,SEATTLE WA
2017-05-27,14.2,11.8,24.6,0.0,,177.0,18.4,,1016.3,,SEATTLE WA
2017-05-28,14.9,11.3,29.0,0.0,,,10.7,,1015.3,,SEATTLE WA
2017-05-29,22.2,12.4,27.9,0.0,,,14.0,,1011.6,,SEATTLE WA
2017-05-30,17.3,11.3,25.2,0.0,,188.0,14.0,,1011.2,,SEATTLE WA
2017-05-31,17.6,12.9,26.8,1.3,,,9.4,,1012.1,,SEATTLE WA
2017-06-01,19.9,13.5,29.0,0.0,,,10.1,,1012.1,,SEATTLE WA
2017-06-02,21.2,13.5,32.9,0.0,,,7.2,,1011.9,,SEATTLE WA
2017-06-03,22.0,15.2,31.3,0.0,,,10.1,,1010.7,,SEATTLE WA
2017-06-04,20.7,13.5,29.6,0.0,,171.0,13.3,,1010.9,,SEATTLE WA
2017-06-05,20.7,9.6,33.5,0.0,,,8.3,,1010.9,,SEATTLE WA
2017-06-06,22.4,13.5,31.8,0.0,,173.0,11.9,,1010.7,,SEATTLE WA
2017-06-07,19.1,12.9,26.3,0.0,,165.0,14.4,,1010.6,,SEATTLE WA
2017-06-08,16.2,12.4,21.8,2.5,,,8.3,,1015.1,,SEATTLE WA
2017-06-09,19.4,12.4,24.6,0.0,,,15.8,,1012.9,,SEATTLE WA
2017-06-10,16.1,9.6,24.6,0.0,,,12.2,,1012.3,,SEATTLE WA
2017-06-11,14.6,7.9,19.6,0.0,,183.0,7.6,,1012.6,,SEATTLE WA
2017-06-12,14.4,9.6,24.6,0.0,,163.0,10.8,,1017.7,,SEATTLE WA
2017-06-13,18.5,10.2,28.5,0.0,,,7.2,,1016.2,,SEATTLE WA
2017-06-14,21.6,13.5,32.4,0.0,,,7.9,,1013.2,,SEATTLE WA
2017-06-15,23.2,14.0,34.6,0.0,,,7.6,,1014.2,,SEATTLE WA
2017-06-16,26.6,17.4,37.4,0.0,,,9.4,,1012.5,,SEATTLE WA
2017-06-17,28.8,19.6,37.9,0.0,,296.0,14.4,,1010.2,,SEATTLE WA
2017-06-18,31.5,21.8,40.7,0.0,,,9.4,,1006.4,,SEATTLE WA
2017-06-19,31.0,23.5,40.2,0.0,,179.0,9.4,,1006.6,,SEATTLE WA
2017-06-20,29.0,20.7,39.6,0.0,,,7.9,,1007.5,,SEATTLE WA
2017-06-21,27.7,16.8,40.7,0.0,,,6.1,,1004.9,,SEATTLE WA
2017-06-22,31.3,21.3,41.3,0.0,,308.0,10.1,,1004.3,,SEATTLE WA
2017-06-23,27.5,17.9,36.3,0.0,,194.0,10.8,,1008.7,,SEATTLE WA
2017-06-24,23.8,15.2,34.0,0.0,,169.0,13.0,,1010.6,,SEATTLE WA
2017-06-25,21.9,14.6,30.2,0.0,,188.0,15.1,,1012.1,,SEATTLE WA
2017-06-26,19.8,13.5,27.9,0.0,,167.0,17.3,,1014.0,,SEATTLE WA
2017-06-27,20.3,13.5,29.0,0.0,,203.0,14.0,,1012.0,,SEATTLE WA
2017-06-28,20.0,12.9,31.3,0.0,,171.0,10.8,,1010.9,,SEATTLE WA
2017-06-29,21.5,13.5,32.9,0.0,,198.0,10.1,,1011.8,,SEATTLE WA
2017-06-30,21.0,12.9,31.8,0.0,,166.0,13.7,,1011.3,,SEATTLE WA
2017-07-01,20.9,13.5,30.7,0.0,,,11.9,,1009.5,,SEATTLE WA
2017-07-02,22.2,13.5,32.9,0.0,,173.0,13.3,,1010.8,,SEATTLE WA
2017-07-03,22.3,14.0,32.4,0.0,,186.0,13.3,,1013.7,,SEATTLE WA
2017-07-04,23.1,15.2,33.5,0.0,,177.0,11.5,,1013.4,,SEATTLE WA
2017-07-05,21.8,12.9,32.4,0.0,,174.0,9.4,,1014.4,,SEATTLE WA
2017-07-06,24.7,15.7,37.4,0.0,,,6.8,,1015.1,,SEATTLE WA
2017-07-07,28.2,17.9,42.4,0.0,,,9.7,,1013.5,,SEATTLE WA
2017-07-08,30.2,17.4,39.0,0.0,,,7.6,,1010.5,,SEATTLE WA
2017-07-09,26.2,16.8,37.4,0.0,,198.0,10.4,,1010.1,,SEATTLE WA
2017-07-10,25.8,16.8,34.6,0.0,,200.0,11.2,,1009.0,,SEATTLE WA
2017-07-11,23.9,15.2,32.9,0.0,,197.0,14.8,,1009.3,,SEATTLE WA
2017-07-12,23.0,15.2,32.9,0.0,,195.0,10.8,,1011.6,,SEATTLE WA
2017-07-13,23.8,16.3,33.5,0.0,,174.0,12.2,,1013.1,,SEATTLE WA
2017-07-14,23.9,14.6,34.6,0.0,,,10.4,,1014.1,,SEATTLE WA
2017-07-15,25.4,16.8,37.9,0.0,,,7.2,,1013.7,,SEATTLE WA
2017-07-16,29.4,18.5,40.2,0.0,,,8.3,,1010.2,,SEATTLE WA
2017-07-17,27.9,17.9,36.8,0.0,,171.0,10.8,,1008.8,,SEATTLE WA
2017-07-18,24.0,15.7,30.7,0.0,,173.0,16.6,,1012.7,,SEATTLE WA
2017-07-19,22.0,13.5,34.0,0.0,,,7.9,,1013.5,,SEATTLE WA
2017-07-20,22.7,15.2,32.9,0.0,,,9.4,,1014.1,,SEATTLE WA
2017-07-21,23.5,15.2,34.6,0.0,,176.0,7.6,,1012.7,,SEATTLE WA
2017-07-22,24.5,15.2,37.4,0.0,,174.0,7.9,,1010.5,,SEATTLE WA
2017-07-23,27.9,19.6,37.9,0.0,,203.0,10.1,,1007.9,,SEATTLE WA
2017-07-24,24.8,16.3,31.3,0.0,,205.0,15.5,,1008.5,,SEATTLE WA
2017-07-25,22.0,14.0,32.9,0.0,,,10.1,,1011.7,,SEATTLE WA
2017-07-26,23.0,14.6,34.6,0.0,,,10.1,,1013.9,,SEATTLE WA
2017-07-27,24.8,15.7,37.4,0.0,,,6.5,,1012.2,,SEATTLE WA
2017-07-28,26.8,19.0,36.3,0.0,,192.0,10.8,,1010.1,,SEATTLE WA
2017-07-29,23.9,14.6,34.0,0.0,,188.0,9.4,,1012.3,,SEATTLE WA
2017-07-30,23.3,13.5,35.2,0.0,,,8.3,,1014.5,,SEATTLE WA
2017-07-31,23.9,14.6,36.3,0.0,,179.0,10.4,,1013.8,,SEATTLE WA
2017-08-01,25.6,15.7,37.9,0.0,,,8.6,,1010.2,,SEATTLE WA
2017-08-02,27.9,20.7,37.4,0.0,,177.0,9.7,,1010.2,,SEATTLE WA
2017-08-03,28.2,21.3,36.3,0.0,,,9.0,,1011.5,,SEATTLE WA
2017-08-04,26.5,20.7,31.3,0.0,,171.0,10.4,,1011.6,,SEATTLE WA
2017-08-05,23.9,17.9,32.4,0.0,,160.0,12.2,,1010.6,,SEATTLE WA
2017-08-06,21.8,14.6,30.2,0.0,,171.0,14.0,,1010.8,,SEATTLE WA
2017-08-07,21.0,15.2,31.8,0.0,,,13.0,,1011.9,,SEATTLE WA
2017-08-08,21.5,14.6,32.9,0.0,,,11.5,,1011.7,,SEATTLE WA
2017-08-09,21.1,14.0,30.7,0.0,,201.0,13.3,,1011.1,,SEATTLE WA
2017-08-10,21.4,14.6,32.9,0.0,,,9.7,,1011.9,,SEATTLE WA
2017-08-11,22.9,15.2,34.6,0.0,,,9.0,,1011.1,,SEATTLE WA
2017-08-12,23.8,16.8,32.9,0.0,,196.0,11.5,,1010.4,,SEATTLE WA
2017-08-13,21.9,15.2,30.7,0.0,,172.0,13.7,,1010.4,,SEATTLE WA
2017-08-14,20.2,14.6,25.7,0.0,,197.0,16.6,,1009.3,,SEATTLE WA
2017-08-15,18.6,12.9,27.4,0.0,,204.0,14.0,,1010.0,,SEATTLE WA
2017-08-16,19.4,13.5,30.7,0.0,,200.0,11.9,,1012.3,,SEATTLE WA
2017-08-17,22.1,15.2,32.4,0.0,,171.0,9.0,,1013.3,,SEATTLE WA
2017-08-18,22.3,14.6,33.5,0.0,,,10.4,,1012.6,,SEATTLE WA
2017-08-19,22.3,14.6,31.3,0.0,,194.0,12.2,,1010.0,,SEATTLE WA
2017-08-20,20.9,14.6,30.2,0.0,,195.0,13.7,,1009.8,,SEATTLE WA
2017-08-21,20.7,16.3,27.4,0.0,,194.0,14.0,,1013.3,,SEATTLE WA
2017-08-22,21.7,15.2,33.5,0.0,,,9.7,,1013.8,,SEATTLE WA
2017-08-23,23.4,15.2,34.0,0.0,,,10.1,,1011.6,,SEATTLE WA
2017-08-24,21.8,15.2,30.7,0.0,,168.0,11.5,,1008.7,,SEATTLE WA
2017-08-25,21.7,13.5,34.6,0.0,,,6.1,,1009.0,,SEATTLE WA
2017-08-26,26.0,15.2,40.2,0.0,,,7.2,,1011.3,,SEATTLE WA
2017-08-27,28.8,18.5,41.8,0.0,,,6.5,,1011.3,,SEATTLE WA
2017-08-28,29.4,17.9,42.9,0.0,,,5.4,,1008.6,,SEATTLE WA
2017-08-29,26.8,17.4,35.2,0.0,,166.0,10.1,,1008.5,,SEATTLE WA
2017-08-30,23.2,14.6,34.6,0.0,,174.0,9.4,,1009.2,,SEATTLE WA
2017-08-31,24.0,12.9,37.9,0.0,,,5.0,,1008.8,,SEATTLE WA
2017-09-01,28.7,18.5,42.4,0.0,,,8.6,,1008.4,,SEATTLE WA
2017-09-02,29.8,19.6,41.3,0.0,,,4.0,,1008.3,,SEATTLE WA
2017-09-03,29.8,20.7,39.0,0.0,,,5.0,,1009.8,,SEATTLE WA
2017-09-04,27.9,20.2,33.5,0.0,,169.0,12.2,,1009.2,,SEATTLE WA
2017-09-05,25.7,20.7,32.4,0.0,,,7.9,,1012.1,,SEATTLE WA
2017-09-06,25.4,19.0,32.9,0.0,,174.0,13.3,,1012.6,,SEATTLE WA
2017-09-07,21.5,16.8,25.2,0.0,,192.0,13.3,,1013.3,,SEATTLE WA
2017-09-08,20.7,14.0,30.2,0.0,,,7.2,,1010.7,,SEATTLE WA
2017-09-09,22.4,15.7,33.5,0.0,,,5.0,,1013.0,,SEATTLE WA
2017-09-10,25.9,17.4,36.8,0.0,,,5.8,,1012.7,,SEATTLE WA
2017-09-11,26.8,19.0,36.3,0.0,,,9.4,,1009.9,,SEATTLE WA
2017-09-12,26.5,18.5,33.5,0.0,,,9.7,,1009.8,,SEATTLE WA
2017-09-13,21.7,16.8,25.7,0.0,,195.0,18.4,,1008.8,,SEATTLE WA
2017-09-14,19.2,16.3,25.2,0.0,,205.0,15.1,,1010.2,,SEATTLE WA
2017-09-15,19.3,11.8,29.0,0.0,,,6.1,,1011.7,,SEATTLE WA
2017-09-16,20.4,13.5,30.2,0.0,,,4.7,,1011.2,,SEATTLE WA
2017-09-17,20.1,13.5,29.0,0.0,,171.0,9.7,,1011.9,,SEATTLE WA
2017-09-18,20.1,14.0,26.8,0.0,,168.0,15.1,,1011.9,,SEATTLE WA
2017-09-19,17.7,10.2,26.3,0.0,,,8.3,,1014.4,,SEATTLE WA
2017-09-20,18.8,12.9,25.7,0.0,,,13.7,,1011.1,,SEATTLE WA
2017-09-21,16.3,9.6,22.4,0.0,,,9.4,,1010.4,,SEATTLE WA
2017-09-22,16.3,10.7,24.0,0.0,,,6.8,,1011.9,,SEATTLE WA
2017-09-23,17.7,11.3,26.3,0.0,,321.0,12.6,,1011.6,,SEATTLE WA
2017-09-24,17.9,7.9,28.5,0.0,,316.0,6.1,,1013.0,,SEATTLE WA
2017-09-25,18.4,9.0,30.2,0.0,,,4.7,,1012.0,,SEATTLE WA
2017-09-26,21.0,10.2,33.5,0.0,,,7.6,,1009.5,,SEATTLE WA
2017-09-27,22.5,11.3,32.4,0.0,,,3.2,,1011.3,,SEATTLE WA
2017-09-28,21.0,11.8,31.8,0.0,,,3.6,,1013.0,,SEATTLE WA
2017-09-29,20.6,13.5,28.5,0.0,,162.0,11.5,,1013.0,,SEATTLE WA
2017-09-30,19.4,13.5,29.0,0.0,,,7.6,,1012.6,,SEATTLE WA
2017-10-01,20.3,13.5,27.9,0.0,,315.0,23.0,,1011.2,,SEATTLE WA
2017-10-02,19.7,8.5,25.7,0.0,,,18.7,,1009.1,,SEATTLE WA
2017-10-03,15.2,5.2,26.8,0.0,,,9.7,,1009.2,,SEATTLE WA
2017-10-04,16.7,7.4,26.8,0.0,,,2.9,,1016.9,,SEATTLE WA
2017-10-05,16.4,6.8,28.5,0.0,,,5.8,,1015.6,,SEATTLE WA
2017-10-06,17.2,7.4,30.2,0.0,,,2.9,,1015.5,,SEATTLE WA
2017-10-07,19.0,9.0,29.6,0.0,,,4.3,,1011.4,,SEATTLE WA
2017-10-08,19.2,11.3,26.8,0.0,,,24.1,,1008.6,,SEATTLE WA
2017-10-09,21.7,13.5,26.8,0.0,,,16.6,,1012.3,,SEATTLE WA
2017-10-10,21.7,9.0,27.4,0.0,,,5.8,,1012.8,,SEATTLE WA
2017-10-11,16.6,10.2,24.6,0.0,,336.0,12.6,,1013.3,,SEATTLE WA
2017-10-12,16.0,7.4,23.5,0.0,,,12.6,,1017.3,,SEATTLE WA
2017-10-13,13.7,4.6,25.7,0.0,,,6.5,,1018.6,,SEATTLE WA
2017-10-14,17.2,8.5,25.2,0.0,,,14.4,,1019.0,,SEATTLE WA
2017-10-15,15.1,5.7,26.8,0.0,,,1.8,,1020.3,,SEATTLE WA
2017-10-16,15.7,6.3,28.5,0.0,,,2.9,,1019.5,,SEATTLE WA
2017-10-17,16.0,7.9,26.8,0.0,,,2.9,,1017.9,,SEATTLE WA
2017-10-18,15.3,6.3,26.3,0.0,,,6.1,,1015.6,,SEATTLE WA
2017-10-19,15.2,10.2,20.7,2.5,,165.0,17.6,,1012.8,,SEATTLE WA
2017-10-20,13.8,7.4,17.4,1.3,,,6.1,,1016.8,,SEATTLE WA
2017-10-21,11.6,5.7,21.3,0.0,,,4.7,,1023.2,,SEATTLE WA
2017-10-22,13.9,6.8,24.0,0.0,,,8.6,,1026.0,,SEATTLE WA
2017-10-23,17.2,8.5,28.5,0.0,,,1.4,,1023.1,,SEATTLE WA
2017-10-24,18.6,10.2,30.7,0.0,,,1.8,,1020.0,,SEATTLE WA
2017-10-25,19.5,11.3,30.7,0.0,,,2.9,,1014.4,,SEATTLE WA
2017-10-26,18.9,10.2,30.7,0.0,,,1.8,,1012.1,,SEATTLE WA
2017-10-27,18.8,10.2,29.6,0.0,,,1.8,,1013.8,,SEATTLE WA
2017-10-28,18.1,9.6,29.6,0.0,,,1.8,,1012.2,,SEATTLE WA
2017-10-29,16.8,9.0,26.8,0.0,,,5.8,,1010.5,,SEATTLE WA
2017-10-30,14.9,9.6,19.0,0.0,,196.0,15.1,,1008.9,,SEATTLE WA
2017-10-31,12.2,6.3,19.6,0.0,,,6.5,,1012.5,,SEATTLE WA
2017-11-01,13.2,6.8,20.2,0.0,,,7.2,,1013.5,,SEATTLE WA
2017-11-02,13.7,9.6,17.4,0.0,,163.0,7.2,,1015.7,,SEATTLE WA
2017-11-03,15.0,12.4,18.5,0.0,,176.0,9.4,,1016.2,,SEATTLE WA
2017-11-04,14.4,8.5,17.4,3.0,,181.0,10.8,,1015.4,,SEATTLE WA
2017-11-05,10.2,5.7,15.2,0.0,,167.0,6.5,,1019.1,,SEATTLE WA
2017-11-06,9.6,4.6,17.4,0.0,,,4.7,,1020.2,,SEATTLE WA
2017-11-07,9.7,2.4,18.5,0.0,,,3.6,,1020.1,,SEATTLE WA
2017-11-08,10.6,6.3,16.3,3.8,,,6.1,,1014.9,,SEATTLE WA
2017-11-09,15.0,11.3,17.9,5.3,,171.0,9.0,,1015.5,,SEATTLE WA
2017-11-10,13.7,9.6,17.9,0.3,,161.0,6.1,,1017.3,,SEATTLE WA
2017-11-11,11.4,6.3,17.4,0.0,,,2.9,,1018.2,,SEATTLE WA
2017-11-12,11.5,6.8,17.9,0.0,,152.0,4.0,,1019.6,,SEATTLE WA
2017-11-13,12.9,10.2,19.0,0.0,,172.0,7.9,,1021.8,,SEATTLE WA
2017-11-14,13.8,7.9,17.9,0.0,,,3.6,,,,SEATTLE WA
2017-11-15,11.3,9.6,14.6,13.0,,,6.1,,1015.5,,SEATTLE WA
2017-11-16,13.2,12.4,14.0,21.8,,173.0,8.3,,1010.9,,SEATTLE WA
2017-11-17,12.0,6.3,16.3,2.0,,305.0,11.2,,1019.8,,SEATTLE WA
2017-11-18,9.7,2.4,15.7,0.0,,,4.3,,1022.6,,SEATTLE WA
2017-11-19,8.6,2.9,16.3,0.0,,,1.8,,1020.4,,SEATTLE WA
2017-11-20,12.4,10.7,15.2,0.0,,,7.9,,1019.5,,SEATTLE WA
2017-11-21,12.8,9.6,17.9,0.0,,,6.1,,1021.7,,SEATTLE WA
2017-11-22,12.6,7.9,19.6,0.0,,,5.4,,1020.6,,SEATTLE WA
2017-11-23,13.7,9.6,16.8,0.0,,,2.2,,,,SEATTLE WA
2017-11-24,14.0,9.0,20.2,0.0,,,5.4,,1017.4,,SEATTLE WA
2017-11-25,14.0,9.6,17.4,0.0,,,4.0,,1015.4,,SEATTLE WA
